Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal (Y/N),Time,Species,Day,Month,Lat,Lng
Reported 06-May-2017,2017,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,29,Thigh nipped PROVOKED INCIDENT,N,,9' shark,6,May,-12.6492936,141.8469901
5-May-17,2017,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,33,FATAL,Y,17,Non-Disclosed,5,May,23.3599657,-109.4314221
3-May-17,2017,Invalid,USA,California,"Sunset Beach, Orange County",Surfing,F,18,"Laceration to thigh, likely caused by surfboard fin",Uncomfirmed,14,Shark involvement highly doubtful,3,May,33.7207336,-118.0735739
29-Apr-17,2017,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,,Major injury to posterior thigh,N,17,Non-Disclosed,29,Apr,33.3811408,-117.5731016
29-Apr-17,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",Surfing,M,14,Minor injury to right calf,N,17,Non-Disclosed,29,Apr,-34.0574892,23.3644925
29-Apr-17,2017,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Surfing,F,33,Left foot bitten,N,11,Non-Disclosed,29,Apr,32.6551798,-79.9403673
29-Apr-17,2017,Unprovoked,REUNION ISLAND,Saint-Leu,Pointe au Sal,Body boarding,M,28,FATAL,Y,11,Non-Disclosed,29,Apr,,
27-Apr-17,2017,Unprovoked,NEW ZEALAND,South Island,"Porpoise Bay, Catlins",Body boarding,F,20,Puncture wounds & laceration above knee,N,14,Non-Disclosed,27,Apr,-46.6491468,169.1171787
26-Apr-17,2017,Invalid,USA,Florida,,Photo shoot,F,,Alleged laceration to left ankle,Uncomfirmed,,No shark invovlement - it ws a publicity stunt,26,Apr,37.2256055,-95.7162018
22-Apr-17,2017,Unprovoked,ST HELENA,Ascension Island,English Bay,Snorkeling,F,40,Calf & foot bitten,N,16,Non-Disclosed,22,Apr,49.2871809,-123.1614389
20-Apr-17,2017,Invalid,USA,South Carolina,Georgetown County,Swimming,M,,Laceration & puncture wounds to left foot,Uncomfirmed,8,Shark involvement not confirmed,20,Apr,33.4213399,-79.2902133
17-Apr-17,2017,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",UNKNOWN,Non-Disclosed,,Minor bite to the foot,N,,Non-Disclosed,17,Apr,29.2108147,-81.0228331
17-Apr-17,2017,Unprovoked,AUSTRALIA,Western Australia,Kelpies near Wylie Bay,Surfing,F,17,FATAL,Y,16,White shark,17,Apr,-33.8356954,121.9840825
14-Apr-17,2017,Unprovoked,USA,Hawaii,"Kekaha Beach, Kauai",Surfing,M,28,Lower right leg severely injured,N,9,"Tiger shark, 12'",14,Apr,21.9716899,-159.7304201
13-Apr-17,2017,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,17,Lacerations to right foot,N,13,Non-Disclosed,13,Apr,30.3715361,-81.4079734
12-Apr-17,2017,Unprovoked,USA,Florida,St. Augustine,Surfing,F,,Lacerations to right foot,N,13,Non-Disclosed,12,Apr,29.9012437,-81.3124341
12-Apr-17,2017,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,Scuba Diving,M,68,"Fatal, coroner unable to determine if the diver was alive or had drowned when incident took place.",Uncomfirmed,,Shark involvement prior to death not confirmed,12,Apr,-30.8333333,30.4833333
11-Apr-17,2017,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",Surfing,F,35,Calf bitten,N,16,Non-Disclosed,11,Apr,29.2858129,-81.0558894
10-Apr-17,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Paddle boarding,F,10,Laceration to calf,N,17,Non-Disclosed,10,Apr,28.0683496,-80.5603303
10-Apr-17,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,21,Minor injury to left hand,N,17,Non-Disclosed,10,Apr,28.0683496,-80.5603303
6-Apr-17,2017,Unprovoked,USA,Florida,"Daytona, Volusia County",Swimming,M,16,Foot injured,N,,Non-Disclosed,6,Apr,29.2108147,-81.0228331
5-Apr-17,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Swimming,F,51,"Thigh nipped, minor injury",N,13,Non-Disclosed,5,Apr,29.0258191,-80.9269984
2-Apr-17,2017,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Kakaying,M,39,"No injury, shark bit off stern of kayak",N,,Non-Disclosed,2,Apr,-27.0946084,152.9205918
2-Apr-17,2017,Unprovoked,USA,Florida,"Destin, Okaloosa County",Swimming,F,17,Lacerations to thighs,N,15,"Bull shark, 5' to 7'",2,Apr,30.3935337,-86.4957833
27-Mar-17,2017,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,58,Minor injury to left foot,N,10,Non-Disclosed,27,Mar,29.0258191,-80.9269984
19-Mar-17,2017,Unprovoked,AUSTRALIA,New South Wales,The Farm,Body boarding,M,30,Minor,N,18,Non-Disclosed,19,Mar,33.3909278,-112.0152738
18-Mar-17,2017,Boating,USA,California,Monterey Bay,Kayaking,M,,"No injury, kayak bitten",N,14,White shark,18,Mar,36.8007413,-121.947311
11-Mar-17,2017,Unprovoked,PHILIPPINES,Luzon Island,"Villamar, Caoayan",Spearfishing,M,25,Right thigh injured ,N,,10' shark,11,Mar,17.5317249,120.3867834
Reported 09-Mar-2017,2017,Unprovoked,BAHAMAS,Great Exuma Island,,Washing hands,M,58,Abrasions & lacerations to left leg and hand,N,,Lemon shark,9,Mar,37.2256055,-95.7162018
25-Feb-17,2017,Unprovoked,AUSTRALIA,Western Australia,Mauds Point,Snorkeling,F,,Hand bitten,N,,"Bull shark, 1.5",25,Feb,,
24-Feb-17,2017,Unprovoked,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",Surfing,M,,"No injury, shark struck board",N,,Non-Disclosed,24,Feb,-32.5808411,115.651842
21-Feb-17,2017,Unprovoked,REUNION ISLAND,Saint-Andre,,Body boarding,M,26,Fatal,Y,9,Non-Disclosed,21,Feb,37.2256055,-95.7162018
17-Feb-17,2017,Unprovoked,AUSTRALIA,Queensland,Eva Rock,Spearfishing,M,26,Left leg severely bitten,N,10,Non-Disclosed,17,Feb,,
11-Feb-17,2017,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,M,22,Injury to hand,N,13,Non-Disclosed,11,Feb,28.0683496,-80.5603303
6-Feb-17,2017,Provoked,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,Grabbing shark for a selfie,F,,"Minor injury to finger, PROVOKED INCIDENT",N,,Lemon shark pup,6,Feb,-3.8614949,-32.4028851
6-Feb-17,2017,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,Kayak fishing,M,,"Shark damaged kayak, no injury to occupant",N,,Tiger shark,6,Feb,-29.742931,31.0778888
1-Feb-17,2017,Boating,USA,South Carolina,16 miles off Hilton Head,Tagging sharks,Non-Disclosed,,"Shark bit boat, no injury to occupants",N,,"White shark, female, 14'",1,Feb,32.216316,-80.752608
1-Feb-17,2017,Unprovoked,BAHAMAS,Bimini Islands,,Scuba Diving,M,37,Lacerations to upper right arm,N,,Caribbean reef shark,1,Feb,37.2256055,-95.7162018
24-Jan-17,2017,Unprovoked,BRAZIL,Pernambuco,"Boa Viagem, Recife",Swimming,M,21,Minor laceration to ring finger,N,13,Non-Disclosed,24,Jan,-8.1317303,-34.902409
22-Jan-17,2017,Unprovoked,USA,Florida,"Vero Beach, Indian River County",UNKNOWN,M,,Puncture wounds to lower arm or hand,N,14,Non-Disclosed,22,Jan,27.6386434,-80.3972736
21-Jan-17,2017,Unprovoked,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",Scuba Diving,M,55,"Multiple injuries to arm, wrist and torso",N,12,"Bull shark, 4 m",21,Jan,-10.2199025,141.9368545
13-Jan-17,2017,Unprovoked,AUSTRALIA,Queensland,Clairview,Swimming,M,57,Injury to hand,N,13,Non-Disclosed,13,Jan,40.309984,-79.500885
13-Jan-17,2017,Unprovoked,USA,Florida,Jensen Beach,UNKNOWN,M,,Minor injury to hand,N,,Non-Disclosed,13,Jan,27.2544906,-80.2297697
9-Jan-17,2017,Unprovoked,INDONESIA,Bali,Balian Beach,Surfing,M,48,Injury to right wrist & forearm,N,7,"Bull shark, 1 m",9,Jan,-8.5031133,114.9655596
5-Jan-17,2017,Unprovoked,USA,Florida,"Blockhouse Beach, Brevard County",Wading,M,47,Minor injuries to foot,N,12,Non-Disclosed,5,Jan,28.2604355,-80.6045919
3-Jan-17,2017,Invalid,AUSTRALIA,New South Wales,Merimbula,Wading,M,20,Minor injuries to foot & toes,Uncomfirmed,18,Shark involvement not confirmed,3,Jan,-36.8875485,149.9058748
27-Dec-16,2016,Unprovoked,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",Surfing,M,16,Lacerations to right forearm,N,17,Non-Disclosed,27,Dec,27.5382739,-80.3162096
24-Dec-16,2016,Unprovoked,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",Snorkeling,F,,Buttock bitten,N,,a small shark,24,Dec,,
19-Dec-16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",Surf skiing ,M,55,"No injury, but ski severely damaged",N,7,"White shark, 4 m",19,Dec,-34.03804,23.3782357
14-Dec-16,2016,Unprovoked,AUSTRALIA,Western Australia,Trigg Beach,Free diving,M,61,Punctures to left foot/ankle,N,9,Non-Disclosed,14,Dec,-31.8779189,115.7517755
11-Dec-16,2016,Unprovoked,FRENCH POLYNESIA,Tuamotus,Takapoto Atoll,Fishing,M,40,Hand injured?,N,,Non-Disclosed,11,Dec,-14.6272002,-145.1927835
11-Dec-16,2016,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Cuts to right ankle & foot,Uncomfirmed,,Shark involvement not confirmed,11,Dec,29.0258191,-80.9269984
6-Dec-16,2016,Provoked,AUSTRALIA,New South Wales,Merimbula,Surf fishing,M,20,Lacerations to both hands while attempting to land a hooked shark PROVOKED INCIDENT,N,2,"Wobbegong shark, 2m",6,Dec,-36.8875485,149.9058748
1-Dec-16,2016,Unprovoked,AUSTRALIA,New South Wales,Booti Booti National Park,Surfing,M,65,Injuries to foot & arm,N,9,White shark,1,Dec,-32.3127096,152.5179343
28-Nov-16,2016,Provoked,AUSTRALIA,Victoria,Queenscliff,Fishing,M,73,Laceration to right hand by hooked & gaffed shark. PROVOKED INCIDENT,N,11,"Broadnose sevengill shark, 1.5 m",28,Nov,-38.2677746,144.6286897
14-Nov-16,2016,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,F,58,Injuries to right calf and thigh,N,10,Tiger shark,14,Nov,20.7221617,-156.4479447
30-Oct-16,2016,Unprovoked,USA,Florida,"Mayport Naval Station Beach, Duval County",Surfing,M,41,Lacerations to right foot and ankle,N,,Non-Disclosed,30,Oct,30.3787375,-81.410396
29-Oct-16,2016,Unprovoked,USA,Florida,Mayport Naval Station  Duval County,Surfing,M,42,Lacerations to right hand,N,,Non-Disclosed,29,Oct,30.3787375,-81.410396
24-Oct-16,2016,Unprovoked,AUSTRALIA,New South Wales,Broken Head Beach,Surfing,M,36,Lacerations to left thigh,N,7,Non-Disclosed,24,Oct,-28.7018464,153.6139946
21-Oct-16,2016,Unprovoked,USA,Hawaii,"Hooipa Beach Park, Maui",Surfing,M,36,Left arm and leg injured,N,17, 6' to 8' shark,21,Oct,20.9342545,-156.356079
15-Oct-16,2016,Unprovoked,AUSTRALIA,Queensland,"Kings Beach, Caloundra",Surfing,M,,Torso nipped,N,18,Non-Disclosed,15,Oct,-26.801,153.141
14-Oct-16,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",Snorkeling,F,66,Injuries to left calf,N,9,Non-Disclosed,14,Oct,20.7245696,-156.4490623
13-Oct-16,2016,Invalid,MEXICO,UNKNOWN,Guadalupe Island,Cage Diving,M,,"Shark breached cage, no injury to diver",Uncomfirmed,,White shark,13,Oct,29.0525203,-118.2760503
12-Oct-16,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,25,Minor wound to lower right leg & surfboard bitten,N,10,Non-Disclosed,12,Oct,-28.8377242,153.6044032
10-Oct-16,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",Surfing,M,29,Wounds to upper thigh and lower leg,N,16,Non-Disclosed,10,Oct,45.9286181,-123.9785354
2-Oct-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Cuts to dorsal surface of left foot,N,11,Non-Disclosed,2,Oct,29.0258191,-80.9269984
1-Oct-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfng,M,32,Minor injuries,N,17,Non-Disclosed,1,Oct,29.0258191,-80.9269984
26-Sep-16,2016,Unprovoked,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",Surfing,M,17,4 deep lacerations to thigh,N,9,"White shark, 3.5 m",26,Sep,-28.8725999,153.5899247
18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,16,Minor injury to thigh,N,13,Non-Disclosed,18,Sep,29.0258191,-80.9269984
18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,36,Lacerations to hands,N,11,Non-Disclosed,18,Sep,29.0258191,-80.9269984
18-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,43,Lacerations to lower leg,N,10,Non-Disclosed,18,Sep,29.0258191,-80.9269984
17-Sep-16,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,43,"No injury, board bitten",N,,Non-Disclosed,17,Sep,40.7195153,-124.242601
17-Sep-16,2016,Unprovoked,AUSTRALIA,Victoria,Thirteenth Beach,Surfing,M,,Struck by fin on chest & leg,N,,Non-Disclosed,17,Sep,-38.2852436,144.4587149
16-Sep-16,2016,Unprovoked,AUSTRALIA,Victoria,Bells Beach,Surfing,M,,No injury: Knocked off board by shark,N,,2 m shark,16,Sep,-38.366944,144.284722
15-Sep-16,2016,Boating,AUSTRALIA,Western Australia,Bunbury,Fishing,Non-Disclosed,,Shark rammed boat. No injury to occupant,N,,Non-Disclosed,15,Sep,25.7884537,-80.1933633
11-Sep-16,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,60,Minor injury to arm,N,15,3' to 4' shark,11,Sep,30.2400058,-81.3852595
7-Sep-16,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",Swimming,F,51,Severe lacerations to shoulder & forearm,N,14,"Tiger shark, 10'",7,Sep,21.4634328,-158.2206477
6-Sep-16,2016,Unprovoked,NEW CALEDONIA,North Province,Koumac,Kite surfing,M,50,FATAL,Y,15,Non-Disclosed,6,Sep,-20.549448,164.2707509
5-Sep-16,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",Boogie boarding,F,12,Lacerations & punctures to lower right leg,N,,Non-Disclosed,5,Sep,33.7700414,-78.7823541
5-Sep-16,2016,Unprovoked,AUSTRALIA,Western Australia,Injidup ,Surfing,M,,"No inury, board broken in half by shark",N,,Non-Disclosed,5,Sep,-33.6993592,114.9894273
4-Sep-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Body boarding,M,9,Foot bitten,N,,Non-Disclosed,4,Sep,29.0258191,-80.9269984
1-Sep-16,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",Spearfishing,M,22,Two toes broken & lacerated,N,,"White shark, 8' to 10'",1,Sep,34.4631659,-120.0701354
16-Sep,2016,Invalid,MEXICO,UNKNOWN,Guadalupe Island,Cage Diving,Non-Disclosed,,"No injury to divers, white shark breached cage",Uncomfirmed,,Invalid,16,Sep,29.0525203,-118.2760503
29-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,25,Lacerations to right foot,N,15,"Bull shark, 6'",29,Aug,29.0258191,-80.9269984
29-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,37,Minor injury to ankle,N,14,Non-Disclosed,29,Aug,29.0258191,-80.9269984
27-Aug-16,2016,Unprovoked,REUNION ISLAND,UNKNOWN,Boucan Canot,Surfing,M,20,"Right arm severed, ankle severely bitten ",N,17,"Bull shark, 3.5 m",27,Aug,-21.0272603,55.2265249
25-Aug-16,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",Wading,M,49,Minor injury to ankle,N,16,Non-Disclosed,25,Aug,30.2400058,-81.3852595
7-Aug-16,2016,Unprovoked,BAHAMAS,New Providence,Nassau,Snorkeling,M,15,Lacerations to left leg,N,,Non-Disclosed,7,Aug,25.0443312,-77.3503609
6-Aug-16,2016,Unprovoked,USA,Hawaii,Maui,SUP Foil boarding,M,21,"No inury, shark & board collided",N,16,"Tiger shark, 10' ",6,Aug,20.7983626,-156.3319253
4-Aug-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,22,Big toe bitten,N,,Blacktip shark,4,Aug,29.0258191,-80.9269984
29-Jul-16,2016,Unprovoked,SPAIN,Alicante Province,Arenales del Sol,Swimming,M,40,Lacerations to right hand,N,11,Blue shark,29,Jul,38.2534771,-0.5198751
28-Jul-16,2016,Unprovoked,CHINA,Hong Kong,,Swimming,M,72,Lacerations to leg,N,,Non-Disclosed,28,Jul,37.2256055,-95.7162018
28-Jul-16,2016,Boating,AUSTRALIA,Western Australia,Near Albany,Kayaking,M,,"No injury, shark nudged kayak repeatedly",N,,White shark,28,Jul,42.6525793,-73.7562317
27-Jul-16,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",Lobstering,M,43,Laceration to left forearm PROVOKED INCIDENT,N,,"Nurse shark, 4'",27,Jul,25.0273356,-81.5357506
26-Jul-16,2016,Unprovoked,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,18,"No injury. Leg rope severed, knocked off board by shark",N,12,Non-Disclosed,26,Jul,-28.8377242,153.6044032
24-Jul-16,2016,Unprovoked,JAPAN,Kochi Prefecture,Irino Beach,Surfing,M,29,Lacerations to left leg,N,19,Non-Disclosed,24,Jul,33.027847,133.0049128
23-Jul-16,2016,Unprovoked,AUSTRALIA,Tasmania,Clifton Beach,Surfing,M,36,Calf bumped but no injury,N,,Non-Disclosed,23,Jul,-33.9405758,18.3751248
23-Jul-16,2016,Unprovoked,BAHAMAS,Abaco Islands,Green Turtle Cay,Spearfishing,M,,Lacerations to face and right leg,N,,"Bull shark, 6'",23,Jul,26.7747107,-77.3295708
20-Jul-16,2016,Provoked,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",Fishing,M,31,Laceration to left calf from hooked shark PROVOKED INCIDENT,N,,"reef shark, 1m",20,Jul,-28.016667,153.4
17-Jul-16,2016,Boating,USA,Alabama,8 miles off Mobile,Fishing in Alabama Deep Fishing Rodeo,Non-Disclosed,,"No injury, shark bit trolling motor",N,,"Tiger shark, 10' ",17,Jul,,
16-Jul-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,F,9,Minor injury to leg,N,1300,Non-Disclosed,16,Jul,29.0258191,-80.9269984
16-Jul-16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",UNKNOWN,F,11,Minor injury to toes,N,11,Non-Disclosed,16,Jul,29.0258191,-80.9269984
15-Jul-16,2016,Unprovoked,USA,California,"Surfside, Orange County",Kite surfing,M,61,"No injury, board damaged",N,17,"White shark, 10' to 12'",15,Jul,33.7271486,-118.0819073
15-Jul-16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Swimming,M,,Puncture wounds to foot,N,,Non-Disclosed,15,Jul,33.8160058,-78.680016
Reported  14-Jul-2016,2016,Unprovoked,BAHAMAS,UNKNOWN,Tiger Beach,Scuba Diving,M,,Face bruised when partly blind shark collided with him,N,,"Lemon shark, 9'",14,Jul,27.2210598,-80.1790801
Reported 08-Jul-2016,2016,Unprovoked,SPAIN,Canary Islands,"Las Teresitas, Tenerife",Wading,F,10,"5 tiny puncture marks to lower leg, treated with hydrogen peroxide",N,,Angel shark,8,Jul,28.5097119,-16.1847441
8-Jul-16,2016,Boating,USA,California,"Capitola, Santa Cruz County",Fishing for squid,M,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark,8,Jul,36.9752283,-121.953293
7-Jul-16,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",Fishing,M,59,Fin of hooked shark injured fisherman's forearm. . PROVOKED INCIDENT,N,10,dogfish shark,7,Jul,42.6159285,-70.6619888
7-Jul-16,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",Fishing for sharks,M,,"No injury. Hull bitten, tooth fragment recovered",N,,White shark,7,Jul,33.7683844,-118.3492165
6-Jul-16,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Swimming,F,42,"Buttocks, thigh, left hand & wrist injured",N,14,Non-Disclosed,6,Jul,28.0683496,-80.5603303
4-Jul-16,2016,Provoked,AUSTRALIA,Queensland,Palm Cove ,Fishing,M,34,Right thigh injured by hooked pregnant female shark PROVOKED INCIDENT,N,22,Tawny nurse shark,4,Jul,-16.74405,145.67095
27-Jun-16,2016,Unprovoked,USA,South Carolina,Sullivan's Island,UNKNOWN,M,35,Minor injury,N,16,3' to 4' shark,27,Jun,32.7632323,-79.8367511
25-Jun-16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Surfing,M,11,Foot injured,N,14,Non-Disclosed,25,Jun,34.6627734,-77.0421665
24-Jun-16,2016,Unprovoked,COLUMBIA,Isla Provedencia,,Scuba Diving,M,59,Severe bite to right hand,N,11,"Caribbean reef shark, 4.5'",24,Jun,37.2256055,-95.7162018
23-Jun-16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,Spearfishing,M,43,Injuries to left leg & right hand,N,,White shark,23,Jun,,
21-Jun-16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",Floating,M,42,Lacerations and punctures to foot,N,15,3' to 5' shark,21,Jun,33.8160058,-78.680016
21-Jun-16,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",Wading,M,,Injuries to right calf,N,14,Non-Disclosed,21,Jun,28.1673007,-80.5877597
15-Jun-16,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",Surfing,M,,Single puncture wound to arm,N,6,3' to 4' shark,15,Jun,21.9605229,-159.3501759
15-Jun-16,2016,Provoked,AUSTRALIA,Western Australia,Coral Bay,Spearfishing,M,19,No injury but shark punctured his wetsuit after he prodded it with his spear PROVOKED INCIDENT,N,,5' shark,15,Jun,26.2627222,-80.2174795
14-Jun-16,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",Floating in tube,F,6,Injury to lower leg,N,17,3' to 4' shark,14,Jun,29.2044545,-94.9364053
11-Jun-16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",Standing,M,19,Laceration to wrist,N,15,3' shark,11,Jun,34.6627734,-77.0421665
7-Jun-16,2016,Invalid,USA,South Carolina,"Folly Beach, Charleston County",Surfing,M,27,"No injury, board damaged",Uncomfirmed,11,Said to involve an 8' shark but more likely damage caused by debris,7,Jun,32.6551798,-79.9403673
5-Jun-16,2016,Unprovoked,USA,Florida,"Flagler Beach, Flagler County",Swimming,M,64,Leg bitten,N,8,Non-Disclosed,5,Jun,29.4749754,-81.1270035
5-Jun-16,2016,Unprovoked,AUSTRALIA,Western Australia,Mindarie,Diving,F,60,FATAL,Y,11,3+ m shark,5,Jun,-31.6900771,115.7060487
4-Jun-16,2016,Unprovoked,EGYPT,Suez,Ain Sokhna,Swimming,M,23,"Leg severely bitten, surgically amputated",N,,Mako shark,4,Jun,29.6724876,32.3369649
2-Jun-16,2016,Unprovoked,AUSTRALIA,New South Wales,Kingscliff,Spearfishing,M,,"No injury, but sharks repeatedly hit their fins and guns",Uncomfirmed,,Bronze whaler sharks x 3,2,Jun,-28.2645938,153.5776602
2-Jun-16,2016,Unprovoked,NEW CALEDONIA,UNKNOWN," Côte-Blanche, Nouméa ",Kite surfing,M,,Laceration to heel,N,,3 m shark,2,Jun,-22.3098605,166.4579092
31-May-16,2016,Unprovoked,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",Surfing,M,29,FATAL,Y,16,White shark,31,May,-32.5801397,115.6523868
29-May-16,2016,Unprovoked,USA,California,"Corona Del Mar, Newport, Orange County",Swimming,F,52,Injuries to arm and shoulder,N,16,Non-Disclosed,29,May,33.5978595,-117.8730142
29-May-16,2016,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,15,5' shark,29,May,30.311908,-81.3964734
